message_id,client_id,canal,date,heure,message,statut,temps_reponse_min
M0268,CL098,Instagram,2026-09-03,15:20,"Bonjour, combien coûte le pack entreprise ?",Nouveau,180
M0269,CL073,Facebook,2026-09-12,11:20,C'est disponible à Kara ?,Nouveau,90
M0270,CL061,Email,2026-09-11,11:10,C'est disponible à Kara ?,Nouveau,20
M0271,CL078,Facebook,2026-09-07,11:50,"Bonjour, je voudrais connaître vos horaires.",Nouveau,45
M0272,CL075,Facebook,2026-09-03,16:00,"Je souhaite commander 5 unités, vous faites une réduction ?",En cours,720
M0273,CL062,Téléphone,2026-09-03,12:50,J'ai payé hier mais ma commande n'est toujours pas livrée.,Escaladé,180
M0274,CL067,Facebook,2026-09-07,20:30,"Je suis intéressé par votre offre entreprise, pouvez-vous me rappeler ?",Nouveau,
M0275,CL023,Email,2026-09-07,07:50,Est-ce que le produit A est encore disponible ?,En cours,45
M0276,CL040,Instagram,2026-09-04,09:20,Quels sont les moyens de paiement ?,Nouveau,45
M0277,CL046,Email,2026-09-08,16:50,Merci pour votre service.,Nouveau,45
M0278,CL095,Instagram,2026-09-06,17:00,Pouvez-vous m'envoyer votre catalogue ?,Nouveau,180
M0279,CL065,WhatsApp,2026-09-05,15:40,Quel est le délai de livraison ?,Escaladé,10
M0280,CL008,Email,2026-09-10,15:10,"Bonjour, je voudrais connaître vos horaires.",En cours,20
M0281,CL089,Instagram,2026-09-04,18:50,Je veux annuler ma commande.,Nouveau,5
M0282,CL078,Facebook,2026-09-09,11:00,C'est disponible à Kara ?,Nouveau,10
M0283,CL017,Téléphone,2026-09-05,07:10,"Bonjour, je voudrais connaître vos horaires.",Nouveau,
M0284,CL060,WhatsApp,2026-09-09,21:00,Personne ne répond à mes messages depuis hier.,Nouveau,45
M0285,CL062,WhatsApp,2026-09-08,08:30,"Bonjour, je voudrais connaître vos horaires.",Nouveau,45
M0286,CL077,Email,2026-09-05,16:00,Quels sont les moyens de paiement ?,Répondu,10
M0287,CL093,Email,2026-09-13,17:10,Quels sont les moyens de paiement ?,Escaladé,
M0288,CL001,Facebook,2026-09-13,13:40,"Je souhaite commander 5 unités, vous faites une réduction ?",Répondu,20
M0289,CL043,Téléphone,2026-09-08,15:20,"Je suis intéressé par votre offre entreprise, pouvez-vous me rappeler ?",En cours,90
M0290,CL069,Instagram,2026-09-06,11:50,Le produit reçu n'est pas celui que j'avais commandé.,Escaladé,90
M0291,CL081,Email,2026-09-02,19:10,Je veux annuler ma commande.,Nouveau,180
M0292,CL066,Email,2026-09-08,09:10,Est-ce que le produit A est encore disponible ?,Répondu,90
M0293,CL013,Email,2026-09-06,17:50,Le produit reçu n'est pas celui que j'avais commandé.,Nouveau,45
M0294,CL100,WhatsApp,2026-09-13,10:10,"Je souhaite commander 5 unités, vous faites une réduction ?",Escaladé,90
M0295,CL041,Téléphone,2026-09-08,08:50,"Je souhaite commander 5 unités, vous faites une réduction ?",Escaladé,45
M0296,CL074,Instagram,2026-09-06,09:10,Je voudrais parler au responsable.,Répondu,20
M0297,CL021,Téléphone,2026-09-11,09:20,Le produit reçu n'est pas celui que j'avais commandé.,Répondu,720
M0298,CL100,Facebook,2026-09-04,21:20,Je veux annuler ma commande.,En cours,180
M0299,CL019,Facebook,2026-09-06,18:20,Quel est le délai de livraison ?,En cours,
M0300,CL040,Email,2026-09-10,13:30,"Bonjour, combien coûte le pack entreprise ?",Répondu,5
M0301,CL053,Facebook,2026-09-11,19:10,Je veux annuler ma commande.,En cours,5
M0302,CL091,Instagram,2026-09-04,17:50,"Je souhaite commander 5 unités, vous faites une réduction ?",En cours,180
M0303,CL004,Facebook,2026-09-07,19:30,Personne ne répond à mes messages depuis hier.,Escaladé,45
M0304,CL028,Téléphone,2026-09-09,14:20,Est-ce que le produit A est encore disponible ?,Nouveau,45
M0305,CL021,Facebook,2026-09-12,14:50,Quels sont les moyens de paiement ?,Répondu,5
M0306,CL100,Email,2026-09-12,21:50,Je veux annuler ma commande.,Nouveau,90
M0307,CL078,Téléphone,2026-09-07,07:00,"Bonjour, combien coûte le pack entreprise ?",En cours,90
M0308,CL069,Facebook,2026-09-08,21:20,Est-ce que le produit A est encore disponible ?,Répondu,20
M0309,CL096,WhatsApp,2026-09-06,19:50,Pouvez-vous m'envoyer votre catalogue ?,Nouveau,20
M0310,CL076,Facebook,2026-09-10,10:40,Est-ce que le produit A est encore disponible ?,Répondu,45
M0311,CL042,Téléphone,2026-09-09,19:50,"Je souhaite commander 5 unités, vous faites une réduction ?",Escaladé,90
M0312,CL089,WhatsApp,2026-09-03,19:00,Quel est le délai de livraison ?,En cours,180
M0313,CL099,Email,2026-09-12,21:10,J'ai payé hier mais ma commande n'est toujours pas livrée.,En cours,
M0314,CL030,Email,2026-09-06,12:10,"Je suis intéressé par votre offre entreprise, pouvez-vous me rappeler ?",En cours,90
M0315,CL078,WhatsApp,2026-09-03,08:50,Pouvez-vous m'envoyer votre catalogue ?,Répondu,720
M0316,CL063,WhatsApp,2026-09-09,07:40,Personne ne répond à mes messages depuis hier.,Nouveau,720
M0317,CL005,Téléphone,2026-09-13,12:40,Je veux annuler ma commande.,En cours,180
M0318,CL082,WhatsApp,2026-09-12,08:40,Est-ce que le produit A est encore disponible ?,Escaladé,10
M0319,CL069,Instagram,2026-09-13,15:00,Quels sont les moyens de paiement ?,Répondu,45
M0320,CL097,WhatsApp,2026-09-13,17:30,Quel est le délai de livraison ?,En cours,
M0321,CL058,Instagram,2026-09-11,12:00,J'ai payé hier mais ma commande n'est toujours pas livrée.,Escaladé,180
M0322,CL059,Téléphone,2026-09-13,18:50,Quel est le délai de livraison ?,Répondu,5
M0323,CL052,Téléphone,2026-09-05,07:40,Quel est le délai de livraison ?,Répondu,5
M0324,CL002,Instagram,2026-09-06,13:10,"Je souhaite commander 5 unités, vous faites une réduction ?",Nouveau,180
M0325,CL069,Email,2026-09-11,17:10,Je voudrais parler au responsable.,Escaladé,180
M0326,CL092,Téléphone,2026-09-03,10:10,"Bonjour, je voudrais connaître vos horaires.",En cours,20
M0327,CL013,WhatsApp,2026-09-09,16:00,Je voudrais parler au responsable.,Nouveau,180
M0328,CL009,Facebook,2026-09-06,21:10,"Je suis intéressé par votre offre entreprise, pouvez-vous me rappeler ?",Nouveau,45
M0329,CL039,Instagram,2026-09-07,11:10,Merci pour votre service.,Nouveau,180
M0330,CL004,Instagram,2026-09-08,08:30,"Bonjour, combien coûte le pack entreprise ?",Répondu,45
M0331,CL049,WhatsApp,2026-09-08,14:30,"Bonjour, je voudrais connaître vos horaires.",Nouveau,720
M0332,CL076,WhatsApp,2026-09-02,09:40,Merci pour votre service.,Escaladé,10
M0333,CL021,Instagram,2026-09-02,14:50,Quels sont les moyens de paiement ?,En cours,180
M0334,CL054,Instagram,2026-09-04,08:40,Personne ne répond à mes messages depuis hier.,Répondu,90
M0335,CL066,WhatsApp,2026-09-08,07:00,Pouvez-vous m'envoyer votre catalogue ?,Répondu,720
M0336,CL013,Facebook,2026-09-06,11:00,Pouvez-vous m'envoyer votre catalogue ?,En cours,45
M0337,CL090,WhatsApp,2026-09-11,17:30,Merci pour votre service.,Répondu,5
M0338,CL036,Facebook,2026-09-01,09:10,J'ai payé hier mais ma commande n'est toujours pas livrée.,Escaladé,5
M0339,CL017,Téléphone,2026-09-03,09:50,Je veux annuler ma commande.,Nouveau,5
M0340,CL077,Instagram,2026-09-12,17:20,Personne ne répond à mes messages depuis hier.,Escaladé,720
M0341,CL021,Email,2026-09-03,09:40,J'ai payé hier mais ma commande n'est toujours pas livrée.,Nouveau,180
M0342,CL015,Instagram,2026-09-01,14:10,"Je souhaite commander 5 unités, vous faites une réduction ?",Répondu,180
M0343,CL034,Téléphone,2026-09-06,07:00,Personne ne répond à mes messages depuis hier.,Nouveau,
M0344,CL005,Instagram,2026-09-07,07:40,Pouvez-vous m'envoyer votre catalogue ?,Escaladé,20
M0345,CL021,WhatsApp,2026-09-01,12:10,Est-ce que le produit A est encore disponible ?,Répondu,10
M0346,CL015,Email,2026-09-08,13:40,Je veux annuler ma commande.,Nouveau,5
M0347,CL040,Email,2026-09-08,21:20,J'ai payé hier mais ma commande n'est toujours pas livrée.,En cours,180
M0348,CL079,WhatsApp,2026-09-08,14:50,Quel est le délai de livraison ?,Escaladé,45
M0349,CL017,Instagram,2026-09-09,09:10,"Bonjour, je voudrais connaître vos horaires.",Nouveau,10
M0350,CL092,Email,2026-09-05,21:40,Est-ce que le produit A est encore disponible ?,Nouveau,45
M0351,CL033,Instagram,2026-09-12,17:20,Personne ne répond à mes messages depuis hier.,Répondu,90
M0352,CL098,Instagram,2026-09-06,13:20,"Je suis intéressé par votre offre entreprise, pouvez-vous me rappeler ?",Nouveau,5
M0353,CL096,Email,2026-09-11,07:10,J'ai payé hier mais ma commande n'est toujours pas livrée.,Nouveau,20
M0354,CL082,WhatsApp,2026-09-13,10:10,Pouvez-vous m'envoyer votre catalogue ?,En cours,5
M0355,CL074,Email,2026-09-08,20:20,"Bonjour, je voudrais connaître vos horaires.",Escaladé,720
M0356,CL058,Instagram,2026-09-08,16:20,Le produit reçu n'est pas celui que j'avais commandé.,Répondu,10
M0357,CL096,Facebook,2026-09-11,19:40,Merci pour votre service.,En cours,180
M0358,CL024,Facebook,2026-09-06,19:30,Je voudrais parler au responsable.,Escaladé,
M0359,CL085,WhatsApp,2026-09-11,20:20,Je voudrais parler au responsable.,Escaladé,90
M0360,CL009,Facebook,2026-09-07,17:00,Le produit reçu n'est pas celui que j'avais commandé.,Nouveau,10
M0361,CL030,Email,2026-09-02,08:40,C'est disponible à Kara ?,En cours,20
M0362,CL045,Facebook,2026-09-08,13:40,Est-ce que le produit A est encore disponible ?,Escaladé,20
M0363,CL051,Téléphone,2026-09-04,09:50,"Bonjour, je voudrais connaître vos horaires.",Nouveau,45
M0364,CL094,Facebook,2026-09-09,16:10,Quels sont les moyens de paiement ?,Escaladé,5
M0365,CL069,Facebook,2026-09-09,10:50,Le produit reçu n'est pas celui que j'avais commandé.,Nouveau,180
M0366,CL021,WhatsApp,2026-09-11,09:50,"Je suis intéressé par votre offre entreprise, pouvez-vous me rappeler ?",Escaladé,45
M0367,CL097,Instagram,2026-09-09,16:30,Quel est le délai de livraison ?,Nouveau,90
M0368,CL007,Email,2026-09-05,13:40,Pouvez-vous m'envoyer votre catalogue ?,Répondu,
M0369,CL042,Instagram,2026-09-12,11:00,Est-ce que le produit A est encore disponible ?,En cours,90
M0370,CL027,Téléphone,2026-09-10,08:00,Je voudrais parler au responsable.,Répondu,20
M0371,CL019,Email,2026-09-03,19:10,Pouvez-vous m'envoyer votre catalogue ?,Nouveau,720
M0372,CL051,Téléphone,2026-09-04,10:20,Est-ce que le produit A est encore disponible ?,Nouveau,90
M0373,CL018,Email,2026-09-02,18:50,Quels sont les moyens de paiement ?,Nouveau,45
M0374,CL057,Instagram,2026-09-11,11:20,"Bonjour, combien coûte le pack entreprise ?",Nouveau,90
M0375,CL068,WhatsApp,2026-09-13,17:40,Je veux annuler ma commande.,Nouveau,
M0376,CL039,WhatsApp,2026-09-09,18:40,Je veux annuler ma commande.,Nouveau,10
M0377,CL097,Facebook,2026-09-05,07:30,Quel est le délai de livraison ?,En cours,10
M0378,CL081,Email,2026-09-07,16:10,Merci pour votre service.,Répondu,90
M0379,CL029,Téléphone,2026-09-02,08:50,Quels sont les moyens de paiement ?,Escaladé,180
M0380,CL031,Email,2026-09-12,13:30,"Bonjour, combien coûte le pack entreprise ?",Nouveau,90
M0381,CL093,Facebook,2026-09-05,17:40,Personne ne répond à mes messages depuis hier.,Répondu,90
M0382,CL046,WhatsApp,2026-09-01,08:50,Je voudrais parler au responsable.,Répondu,45
M0383,CL075,Email,2026-09-04,16:30,"Je suis intéressé par votre offre entreprise, pouvez-vous me rappeler ?",En cours,10
M0384,CL100,Email,2026-09-09,16:40,Pouvez-vous m'envoyer votre catalogue ?,Escaladé,720
M0385,CL006,Téléphone,2026-09-02,16:50,Est-ce que le produit A est encore disponible ?,Escaladé,10
M0386,CL016,Instagram,2026-09-06,16:50,C'est disponible à Kara ?,Escaladé,720
M0387,CL051,WhatsApp,2026-09-06,17:30,Quel est le délai de livraison ?,Répondu,5
M0388,CL052,Email,2026-09-11,21:00,"Bonjour, je voudrais connaître vos horaires.",Escaladé,20
M0389,CL004,Facebook,2026-09-02,11:30,Je voudrais parler au responsable.,Nouveau,
M0390,CL033,Facebook,2026-09-11,12:20,"Bonjour, je voudrais connaître vos horaires.",En cours,
M0391,CL007,Facebook,2026-09-08,18:50,"Je souhaite commander 5 unités, vous faites une réduction ?",Nouveau,45
M0392,CL072,Téléphone,2026-09-11,12:50,Pouvez-vous m'envoyer votre catalogue ?,En cours,20
M0393,CL064,WhatsApp,2026-09-06,12:40,Le produit reçu n'est pas celui que j'avais commandé.,Nouveau,180
M0394,CL040,WhatsApp,2026-09-12,08:50,Pouvez-vous m'envoyer votre catalogue ?,En cours,
M0395,CL082,Instagram,2026-09-13,13:10,"Je souhaite commander 5 unités, vous faites une réduction ?",Répondu,180
M0396,CL044,Email,2026-09-06,19:10,J'ai payé hier mais ma commande n'est toujours pas livrée.,En cours,5
M0397,CL015,Instagram,2026-09-10,11:40,C'est disponible à Kara ?,Escaladé,90
M0398,CL097,Téléphone,2026-09-09,09:30,Quels sont les moyens de paiement ?,Nouveau,45
M0399,CL012,WhatsApp,2026-09-12,16:50,Pouvez-vous m'envoyer votre catalogue ?,En cours,20
M0400,CL092,Facebook,2026-09-09,12:30,J'ai payé hier mais ma commande n'est toujours pas livrée.,Répondu,10
